program_slug,program_name,name,number,rubric,requirement,component
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in Poetry,3311,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in Fiction,3312,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in Dramatic Literature,3313,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in Autobiography,3314,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in Science Fiction,3315,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,African-American Literature,3321,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Mexican-American Literature,3322,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Technology and Literature,3323,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in Medieval English Literature and Culture,3337,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Digital Media Theory,3339,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Cultural Criticism,3340,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Postcolonial Studies,3341,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in Early Modern British Literature and Culture,3347,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Gender Studies in Literature,3350,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in World Mythology and Folklore,3352,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Social Class and Literature,3353,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Introduction to Film Studies,3354,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Early Cinema,3356,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Film Theory,3357,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in 18th Century British Literature and Culture,3358,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in the Literature and Culture of the Americas before 1800,3362,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in 19th Century US Literature and Culture,3363,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in US Literature and Culture after 1900,3364,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in 19th Century British Literature and Culture,3367,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in British Literature and Culture: 20th Century and Beyond,3377,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Studies in World Literature and Culture,3387,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Contemporary Literature,4311,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Literature of the South and Southwest,4312,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Psychology through Literature,4313,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Major Authors,4314,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Seminar in Ethnic Studies,4324,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Advanced Film Studies,4327,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Seminar in Postcolonial Studies,4341,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Advanced Gender Studies,4350,ENG,12 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Desktop Publishing,3330,ENG,3 upper-level SCHs in Publishing/Internship:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Advanced Desktop Publishing,3331,ENG,3 upper-level SCHs in Publishing/Internship:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Literary Magazine Production: The Bayou Review,3332,ENG,3 upper-level SCHs in Publishing/Internship:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Publishing for the Web,3335,ENG,3 upper-level SCHs in Publishing/Internship:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Publications Workshop,4360,ENG,3 upper-level SCHs in Publishing/Internship:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,Field Experience in Technical Communication,4380,ENG,3 upper-level SCHs in Publishing/Internship:,Major Requirements
english-creative-writing-concentration-ba,English Creative Writing Concentration BA,English Portfolio,4098,ENG,Portfolio Requirement,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Survey of World Literature: Ancient to 17th Century,2301,ENG,3 SCHs in Lit. Survey:,Preparatory Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Survey of World Literature: 17th Century and Beyond,2302,ENG,3 SCHs in Lit. Survey:,Preparatory Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Survey of American Literature: Beginnings to 1865,2311,ENG,3 SCHs in Lit. Survey:,Preparatory Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Survey of American Literature: 1865 to Present,2312,ENG,3 SCHs in Lit. Survey:,Preparatory Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Survey of British Literature: Beginnings to 1800,2313,ENG,3 SCHs in Lit. Survey:,Preparatory Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Survey of British Literature: 1800 to Present,2314,ENG,3 SCHs in Lit. Survey:,Preparatory Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Essay Writing,3305,ENG,Component,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Shakespeare,3307,ENG,Component,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Introduction to Creative Writing,3309,ENG,Component,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in Poetry,3311,ENG,6 upper-level SCHs in Genre,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in Fiction,3312,ENG,6 upper-level SCHs in Genre,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in Dramatic Literature,3313,ENG,6 upper-level SCHs in Genre,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in Medieval English Literature and Culture,3337,ENG,3 upper-level SCHs in British Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in Early Modern British Literature and Culture,3347,ENG,3 upper-level SCHs in British Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in 18th Century British Literature and Culture,3358,ENG,3 upper-level SCHs in British Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in 19th Century British Literature and Culture,3367,ENG,3 upper-level SCHs in British Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in British Literature and Culture: 20th Century and Beyond,3377,ENG,3 upper-level SCHs in British Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in the Literature and Culture of the Americas before 1800,3362,ENG,3 upper-level SCHs in American Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in 19th Century US Literature and Culture,3363,ENG,3 upper-level SCHs in American Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in US Literature and Culture after 1900,3364,ENG,3 upper-level SCHs in American Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Literature of the South and Southwest,4312,ENG,3 upper-level SCHs in American Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Postcolonial Studies,3341,ENG,3 upper-level SCHs in World Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in World Literature and Culture,3387,ENG,3 upper-level SCHs in World Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Seminar in Postcolonial Studies,4341,ENG,3 upper-level SCHs in World Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Contemporary Literature,4311,ENG,3 upper-level SCHs in World Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Young Adult Literature,3355,ENG,3 upper-level SCHs in Area Studies:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in World Mythology and Folklore,3352,ENG,3 upper-level SCHs in Area Studies:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Cultural Criticism,3340,ENG,3 upper-level SCHs in Area Studies:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Introduction to Composition Theory,3370,ENG,3 upper-level SCHs in Area Studies:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,African-American Literature,3321,ENG,6 upper-level SCHs in Multicultural Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Mexican-American Literature,3322,ENG,6 upper-level SCHs in Multicultural Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Gender Studies in Literature,3350,ENG,6 upper-level SCHs in Multicultural Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Social Class and Literature,3353,ENG,6 upper-level SCHs in Multicultural Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Seminar in Ethnic Studies,4324,ENG,6 upper-level SCHs in Multicultural Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Advanced Gender Studies,4350,ENG,6 upper-level SCHs in Multicultural Literature:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Studies in English Grammar,3318,ENG,3 upper-level SCHs in Language Studies:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Introduction to the Study of Language,3319,ENG,3 upper-level SCHs in Language Studies:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,History of the English Language,3320,ENG,3 upper-level SCHs in Language Studies:,Major Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Introduction to Special Populations,3301,PED,Secondary Education,Additional Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Teaching Reading in the Content Areas 4-12,3309,READ,Secondary Education,Additional Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Understanding the Early Childhood through Twelfth Grade Learner,3305,PED,Professional Development Courses,Professional Development Courses
english-english-education-concentration-ba,English English Education Concentration BA,Organizing and Managing the Classroom Environment in the Secondary School,3312,SED,Professional Development Courses,Professional Development Courses
english-english-education-concentration-ba,English English Education Concentration BA,Field Experience in Urban Public School Classrooms,4380,PED,Professional Development Courses,Professional Development Courses
english-english-education-concentration-ba,English English Education Concentration BA,Instructional Design to Promote Student Learning,3302,SED,Professional Development Courses,Professional Development Courses
english-english-education-concentration-ba,English English Education Concentration BA,Secondary Teacher roles in Assessment and Profession,3307,SED,Professional Development Courses,Professional Development Courses
english-english-education-concentration-ba,English English Education Concentration BA,Field Experience in Urban Public School Classrooms II,4381,PED,Professional Development Courses,Professional Development Courses
english-english-education-concentration-ba,English English Education Concentration BA,Student Teaching in the Secondary Classroom,4301,SED,Student Teaching,Additional Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Student Teaching in the Secondary Classroom,4302,SED,Student Teaching,Additional Requirements
english-english-education-concentration-ba,English English Education Concentration BA,Literacy across the Curriculum 8-12,4321,READ,Student Teaching,Additional Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Survey of Film: Beginnings to Present,2309,ENG,Preparatory Lower-Level Requirements,Preparatory Lower-Level Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Survey of World Literature: Ancient to 17th Century,2301,ENG,3 lower-level SCHs in Literature:,Preparatory Lower-Level Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Survey of World Literature: 17th Century and Beyond,2302,ENG,3 lower-level SCHs in Literature:,Preparatory Lower-Level Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Literature and Culture,2305,ENG,3 lower-level SCHs in Literature:,Preparatory Lower-Level Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Survey of American Literature: Beginnings to 1865,2311,ENG,3 lower-level SCHs in Literature:,Preparatory Lower-Level Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Survey of American Literature: 1865 to Present,2312,ENG,3 lower-level SCHs in Literature:,Preparatory Lower-Level Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Survey of British Literature: Beginnings to 1800,2313,ENG,3 lower-level SCHs in Literature:,Preparatory Lower-Level Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Survey of British Literature: 1800 to Present,2314,ENG,3 lower-level SCHs in Literature:,Preparatory Lower-Level Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in Poetry,3311,ENG,6 upper-level SCHs in Genre:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in Fiction,3312,ENG,6 upper-level SCHs in Genre:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in Dramatic Literature,3313,ENG,6 upper-level SCHs in Genre:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Introduction to Film Studies,3354,ENG,15 upper-level ENG Film Studies:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Early Cinema,3356,ENG,15 upper-level ENG Film Studies:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Film Theory,3357,ENG,15 upper-level ENG Film Studies:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Advanced Film Studies,4327,ENG,15 upper-level ENG Film Studies:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Film Analysis,3317,COMM,3 upper-level SCHs in CHSS Film Studies:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Film and Philosophy,3355,PHIL,3 upper-level SCHs in CHSS Film Studies:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Sociocultural Analysis of Film,4302,SOC,3 upper-level SCHs in CHSS Film Studies:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Introduction to Hispanic Film,3385,SPAN,3 upper-level SCHs in CHSS Film Studies:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Introduction to Literary Theory,3306,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Shakespeare,3307,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in Nonfiction Writing,3310,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in Autobiography,3314,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in Science Fiction,3315,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,African-American Literature,3321,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Mexican-American Literature,3322,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Technology and Literature,3323,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in Medieval English Literature and Culture,3337,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Cultural Criticism,3340,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Postcolonial Studies,3341,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Introduction to Literary Translation,3346,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in Early Modern British Literature and Culture,3347,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Gender Studies in Literature,3350,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Children's Literature,3351,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in World Mythology and Folklore,3352,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Social Class and Literature,3353,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Young Adult Literature,3355,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in 18th Century British Literature and Culture,3358,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in the Literature and Culture of the Americas before 1800,3362,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in 19th Century US Literature and Culture,3363,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in US Literature and Culture after 1900,3364,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in 19th Century British Literature and Culture,3367,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Introduction to Composition Theory,3370,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in British Literature and Culture: 20th Century and Beyond,3377,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in Religious Texts,3385,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Studies in World Literature and Culture,3387,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Contemporary Literature,4311,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Literature of the South and Southwest,4312,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Psychology through Literature,4313,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Major Authors,4314,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Seminar in Ethnic Studies,4324,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Senior Seminar in the Humanities,4330,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Seminar in Postcolonial Studies,4341,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Advanced Gender Studies,4350,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Topics in Language and Literature,4390,ENG,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Senior Seminar in the Humanities,4350,HUM,9 upper-level SCHs in Literature/Critical Theory:,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Essay Writing,3305,ENG,3 upper-level SCHs in Writing/Digital Media/Internship,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Introduction to Creative Writing,3309,ENG,3 upper-level SCHs in Writing/Digital Media/Internship,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Visual Rhetoric and Literacy,3327,ENG,3 upper-level SCHs in Writing/Digital Media/Internship,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Digital Media Theory,3339,ENG,3 upper-level SCHs in Writing/Digital Media/Internship,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Rhetoric of Technology,3349,ENG,3 upper-level SCHs in Writing/Digital Media/Internship,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Social Media Writing,4340,ENG,3 upper-level SCHs in Writing/Digital Media/Internship,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,Field Experience in Technical Communication,4380,ENG,3 upper-level SCHs in Writing/Digital Media/Internship,Major Requirements
english-film-studies-concentration-ba,English Film Studies Concentration BA,English Portfolio,4098,ENG,Portfolio Requirement,Major Requirements
finance-bba,Finance BBA,Finite Mathematics with Applications,1305,MATH,Lower Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Fundamentals of Calculus with Applications,1306,MATH,Lower Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Financial Accounting,2301,ACC,Lower Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Managerial Accounting,2302,ACC,Lower Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Principles of Economics I,2301,ECO,Lower Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Principles of Economics II,2302,ECO,Lower Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Business Cornerstone,3300,BA,Upper Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Legal Environment of Business,3301,BA,Upper Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Principles of Marketing,3301,MKT,Upper Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Principles of Management and Organization Behavior,3301,MGT,Upper Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Business Communication,3350,BA,Upper Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Management of Information Systems,3302,MIS,Upper Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Statistical Analysis for Business Applications I,3309,STAT,Upper Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Business Finance,3302,FIN,Upper Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Operations and Supply Chain Management,3332,MGT,Upper Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,Business Strategy,4302,BA,Upper Level,Business Core Requirements (45-48 hours)
finance-bba,Finance BBA,"Money, Markets and Institutions",3305,FIN,Finance Major Requirements (12 hours),Finance Major Requirements (12 hours)
finance-bba,Finance BBA,Cases in Managerial Finance,4301,FIN,Finance Major Requirements (12 hours),Finance Major Requirements (12 hours)
finance-bba,Finance BBA,Investments,4305,FIN,Finance Major Requirements (12 hours),Finance Major Requirements (12 hours)
finance-bba,Finance BBA,Advanced Financial Management,4309,FIN,Finance Major Requirements (12 hours),Finance Major Requirements (12 hours)
finance-bba,Finance BBA,Small Business Finance,3301,FIN,Corporate Finance Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,Treasury Risk Management,3306,FIN,Corporate Finance Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,Quantitative Methods in Finance,3309,FIN,Corporate Finance Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,Intermediate Corporate Finance,3314,FIN,Corporate Finance Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,International Finance,4303,FIN,Corporate Finance Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,Derivative Securities,4307,FIN,Corporate Finance Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,Quantitative Methods in Finance,3309,FIN,Investment Management Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,Real Estate Finance,3313,FIN,Investment Management Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,Intermediate Corporate Finance,3314,FIN,Investment Management Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,Derivative Securities,4307,FIN,Investment Management Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,Portfolio Management,4310,FIN,Investment Management Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
finance-bba,Finance BBA,Financial Planning,4320,FIN,Investment Management Track,Finance Majors Must Select ONE of the Two Finance Tracks (12 hours)
fine-arts-ba,Fine Arts BA,Accounting for Non-Business Majors,1301,ACC,Component,Preparatory Requirements
fine-arts-ba,Fine Arts BA,Computer Graphic Design,1307,ART,Component,Preparatory Requirements
fine-arts-ba,Fine Arts BA,Logic,2384,PHIL,Complete 3 Semester Credit Hours of Philosophy Excluding,Ethics Requirements
fine-arts-ba,Fine Arts BA,Symbolic Logic,3384,PHIL,Complete 3 Semester Credit Hours of Philosophy Excluding,Ethics Requirements
fine-arts-ba,Fine Arts BA,Graduation Portfolio,4098,PHIL,Complete 3 Semester Credit Hours of Philosophy Excluding,Ethics Requirements
fine-arts-ba,Fine Arts BA,Intercultural Communication,2307,COMM,9 Hours in Foreign Language/Culture:,Preparatory Requirements
fine-arts-ba,Fine Arts BA,Mexican-American Literature,3322,ENG,9 Hours in Foreign Language/Culture:,Preparatory Requirements
fine-arts-ba,Fine Arts BA,Ethnic Minorities in American History,1314,HIST,9 Hours in Foreign Language/Culture:,Preparatory Requirements
fine-arts-ba,Fine Arts BA,African American Theater: History and Perspective,3319,HUM,9 Hours in Foreign Language/Culture:,Preparatory Requirements
fine-arts-ba,Fine Arts BA,Foreign Language Literature in Translation,3320,HUM,9 Hours in Foreign Language/Culture:,Preparatory Requirements
fine-arts-ba,Fine Arts BA,Hispanic Culture and Civilization,3321,HUM,9 Hours in Foreign Language/Culture:,Preparatory Requirements
