filename|name|number|rubric|requirement|component
geology-b-s.html| Fundamentals of Chemistry|1331|CHEM|Chemistry:|Requirements
geology-b-s.html| Fundamentals of Chemistry 2|1332|CHEM|Chemistry:|Requirements
geology-b-s.html| Calculus I|1431|MATH|Mathematics:|Requirements
geology-b-s.html| Calculus II|1432|MATH|Mathematics:|Requirements
geology-b-s.html| Calculus III|2433|MATH|Mathematics:|Requirements
geology-b-s.html| University Physics I|1321|PHYS|Physics:|Requirements
geology-b-s.html| Physics Laboratory I|1121|PHYS|Physics:|Requirements
geology-b-s.html| University Physics II|1322|PHYS|Physics:|Requirements
geology-b-s.html| Physics Laboratory II|1122|PHYS|Physics:|Requirements
geology-b-s.html| Physical Geology Lab|1130|GEOL|Geology:|Requirements
geology-b-s.html| Physical Geology|1330|GEOL|Geology:|Requirements
geology-b-s.html| Paleobiology Laboratory|3130|GEOL|Geology:|Requirements
geology-b-s.html| Structural Geology Laboratory|3145|GEOL|Geology:|Requirements
geology-b-s.html| Principles of Stratigraphy Laboratory|3150|GEOL|Geology:|Requirements
geology-b-s.html| Paleobiology|3330|GEOL|Geology:|Requirements
geology-b-s.html| Geologic Field Methods|3340|GEOL|Geology:|Requirements
geology-b-s.html| Structural Geology|3345|GEOL|Geology:|Requirements
geology-b-s.html| Stratigraphy|3350|GEOL|Geology:|Requirements
geology-b-s.html| Field Geology I|3355|GEOL|Geology:|Requirements
geology-b-s.html| Field Geology II|3360|GEOL|Geology:|Requirements
geology-b-s.html| Mineralogy|3370|GEOL|Geology:|Requirements
geology-b-s.html| Petrography|3372|GEOL|Geology:|Requirements
geology-b-s.html| Igneous and Metamorphic Petrogenesis|3373|GEOL|Geology:|Requirements
geology-b-s.html| Sedimentary Petrogenesis|3374|GEOL|Geology:|Requirements
geology-b-s.html| Introduction to Geophysics|4330|GEOL|Geology:|Requirements
geology-b-s.html| Environmental Geology|3331|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geology-b-s.html| Environmental Hydrogeology|3338|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geology-b-s.html| Oceanography|3377|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geology-b-s.html| Remote Sensing|3383|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geology-b-s.html| Introduction to Geographic Information Systems|4331|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geology-b-s.html| Introduction to Depositional Models|4358|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geology-b-s.html| Environmental Geochemistry|4365|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geology-b-s.html| Introduction to Petroleum Geology|4382|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geology-b-s.html| Selected Topics-Geology|4397|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geophysics-b-s.html| Fundamentals of Chemistry Laboratory|1111|CHEM|Chemistry:|Requirements
geophysics-b-s.html| Fundamentals of Chemistry Laboratory|1112|CHEM|Chemistry:|Requirements
geophysics-b-s.html| Fundamentals of Chemistry|1331|CHEM|Chemistry:|Requirements
geophysics-b-s.html| Fundamentals of Chemistry 2|1332|CHEM|Chemistry:|Requirements
geophysics-b-s.html| Calculus I|1431|MATH|Mathematics:|Requirements
geophysics-b-s.html| Calculus II|1432|MATH|Mathematics:|Requirements
geophysics-b-s.html| Calculus III|2433|MATH|Mathematics:|Requirements
geophysics-b-s.html| Engineering Mathematics|3321|MATH|Mathematics:|Requirements
geophysics-b-s.html| Introduction to Partial Differential Equations|3363|MATH|Mathematics:|Requirements
geophysics-b-s.html| Introduction to Complex Analysis|3364|MATH|Mathematics:|Requirements
geophysics-b-s.html| University Physics I|1321|PHYS|Physics:|Requirements
geophysics-b-s.html| Physics Laboratory I|1121|PHYS|Physics:|Requirements
geophysics-b-s.html| University Physics II|1322|PHYS|Physics:|Requirements
geophysics-b-s.html| Physics Laboratory II|1122|PHYS|Physics:|Requirements
geophysics-b-s.html| Physical Geology Lab|1130|GEOL|Geology:|Requirements
geophysics-b-s.html| Physical Geology|1330|GEOL|Geology:|Requirements
geophysics-b-s.html| Geologic Field Methods|3340|GEOL|Geology:|Requirements
geophysics-b-s.html| Structural Geology|3345|GEOL|Geology:|Requirements
geophysics-b-s.html| Stratigraphy|3350|GEOL|Geology:|Requirements
geophysics-b-s.html| Rocks and Minerals|3325|GEOL|Geology:|Requirements
geophysics-b-s.html| Introduction to Geophysics|4330|GEOL|Geophysics:|Requirements
geophysics-b-s.html| Geophysical Field Camp|4355|GEOL|Geophysics:|Requirements
geophysics-b-s.html| Geophysical Signals and Analysis|4381|GEOL|Geophysics:|Requirements
geophysics-b-s.html| Global Seismology|4370|GEOL|Geophysics:|Requirements
geophysics-b-s.html| Remote Sensing|3383|GEOL|List of Approved Advanced Geophysics Electives (Cr: 12)|Requirements
geophysics-b-s.html| Geoscience Applications of GPS and LIDAR|4332|GEOL|List of Approved Advanced Geophysics Electives (Cr: 12)|Requirements
geophysics-b-s.html| Groundwater and Engineering Geophysics|4379|GEOL|List of Approved Advanced Geophysics Electives (Cr: 12)|Requirements
geophysics-b-s.html| Petroleum Seismic Exploration|4380|GEOL|List of Approved Advanced Geophysics Electives (Cr: 12)|Requirements
geophysics-b-s.html| Introduction to Marine Geophysics|4385|GEOL|List of Approved Advanced Geophysics Electives (Cr: 12)|Requirements
geophysics-b-s.html| Environmental Geology|3331|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geophysics-b-s.html| Environmental Hydrogeology|3338|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geophysics-b-s.html| Oceanography|3377|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geophysics-b-s.html| Remote Sensing|3383|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geophysics-b-s.html| Introduction to Geographic Information Systems|4331|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geophysics-b-s.html| Introduction to Depositional Models|4358|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geophysics-b-s.html| Environmental Geochemistry|4365|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geophysics-b-s.html| Introduction to Petroleum Geology|4382|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
geophysics-b-s.html| Selected Topics-Geology|4397|GEOL|List of Approved Advanced Geoscience Electives (Cr: 3)|Requirements
health-b-s.html| First Year Writing I|1303|ENGL|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| First Year Writing II|1304|ENGL|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| The U S To 1877|1377|HIST|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| The U S Since 1877|1378|HIST|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| U.S. and Texas Constitution and Politics|1336|POLS|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| U.S. Government: Congress, President, and Courts|1337|POLS|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| College Algebra|1310|MATH|Academic Foundations (48 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| Introduction to Public Health|2320|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| HLT Behavior Theory & Practice|3301|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| Environmental Health|3306|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| Culture and Health|3380|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| Health Promotion and Disease Prevention|3381|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| Measrmnt Techniqs-Hlt|4307|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| Found of Epi in Public Health|4317|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| Administration of Health Services|4320|HLT|Public Health Core (24 semester credit hours)|Public Health Track Degree Plan
health-b-s.html| Personal Health|1353|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Emrgency Care&First Aid|2310|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Health of Elem Sch Child|3303|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Adol Health Issues|3304|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Asian American Health Issues|3330|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Health Aspects of Human Sexuality|4302|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| The Obesity Epidemic|4303|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Women's Health Issues|4306|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Understanding Cancer|4308|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Health Disparities|4309|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Program Planning for the Health Professions|4310|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Field Wrk in Com Hlth|4393|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| Selected Topics in Health|4397|HLT|Health Electives (18 semester credit hours, including a required Internship. 15 of these hours must be advanced.)|Public Health Track Degree Plan
health-b-s.html| First Year Writing I|1303|ENGL|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| First Year Writing II|1304|ENGL|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| The U S To 1877|1377|HIST|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| The U S Since 1877|1378|HIST|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| U.S. and Texas Constitution and Politics|1336|POLS|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| U.S. Government: Congress, President, and Courts|1337|POLS|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| College Algebra|1310|MATH|Academic Foundations (48 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| Personal Health|1353|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| Introduction to Public Health|2320|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| HLT Behavior Theory & Practice|3301|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| Health Promotion and Disease Prevention|3381|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| Measrmnt Techniqs-Hlt|4307|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| Program Planning for the Health Professions|4310|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| Field Wrk in Com Hlth|4392|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track Degree Plan
health-b-s.html| Emrgency Care&First Aid|2310|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Health of Elem Sch Child|3303|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Adol Health Issues|3304|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Environmental Health|3306|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Asian American Health Issues|3330|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Culture and Health|3380|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Health Aspects of Human Sexuality|4302|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| The Obesity Epidemic|4303|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Women's Health Issues|4306|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Understanding Cancer|4308|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Health Disparities|4309|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Found of Epi in Public Health|4317|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Administration of Health Services|4320|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Field Wrk in Com Hlth|4393|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Selected Topics in Health|4397|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track Degree Plan
health-b-s.html| Fundamentals of Public Speaking|1332|COMM|Approved Electives|Health Promotion Track Degree Plan
health-b-s.html| Writing for Print and Digital Media|2310|COMM|Approved Electives|Health Promotion Track Degree Plan
health-b-s.html| First Year Writing I|1303|ENGL|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| First Year Writing II|1304|ENGL|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| The U S To 1877|1377|HIST|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| The U S Since 1877|1378|HIST|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| U.S. and Texas Constitution and Politics|1336|POLS|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| U.S. Government: Congress, President, and Courts|1337|POLS|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| College Algebra|1310|MATH|Academic Foundations (48 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Personal Health|1353|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Introduction to Public Health|2320|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| HLT Behavior Theory & Practice|3301|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Health Promotion and Disease Prevention|3381|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Measrmnt Techniqs-Hlt|4307|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Program Planning for the Health Professions|4310|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Field Wrk in Com Hlth|4392|HLT|Health Promotion Core (21 semester credit hours)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Emrgency Care&First Aid|2310|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Health of Elem Sch Child|3303|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Adol Health Issues|3304|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Environmental Health|3306|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Asian American Health Issues|3330|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Culture and Health|3380|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Health Aspects of Human Sexuality|4302|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| The Obesity Epidemic|4303|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Women's Health Issues|4306|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Understanding Cancer|4308|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Health Disparities|4309|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Found of Epi in Public Health|4317|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Administration of Health Services|4320|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Field Wrk in Com Hlth|4393|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-b-s.html| Selected Topics in Health|4397|HLT|Health Electives (Select 21 semester credit hours.)|Health Promotion Track for Allied Health Professionals Degree Plan
health-communication-b-a.html| Media and Society|1301|COMM|Jack J. Valenti School Requirements (12 hours)|Requirements
health-communication-b-a.html| Introduction to Communication Theory|1302|COMM|Jack J. Valenti School Requirements (12 hours)|Requirements
health-communication-b-a.html| Communication Research Methods|2300|COMM|Jack J. Valenti School Requirements (12 hours)|Requirements
health-communication-b-a.html| Communication Law & Ethics|4303|COMM|Jack J. Valenti School Requirements (12 hours)|Requirements
health-communication-b-a.html| Writing for Print and Digital Media|2310|COMM|Heath Communication Requirements: (12 hours)|Requirements
health-communication-b-a.html| Health Communication|3300|COMM|Heath Communication Requirements: (12 hours)|Requirements
health-communication-b-a.html| Health Literacy|3303|COMM|Heath Communication Requirements: (12 hours)|Requirements
health-communication-b-a.html| Health Campaigns|3340|COMM|Heath Communication Requirements: (12 hours)|Requirements
health-communication-b-a.html| Doctor-Patient Interaction|3301|COMM|Required Electives: 6 hours (two courses) from:|Requirements
health-communication-b-a.html| E-Health and Telemedicine|3302|COMM|Required Electives: 6 hours (two courses) from:|Requirements
health-communication-b-a.html| Multicultural Health Communication|3304|COMM|Required Electives: 6 hours (two courses) from:|Requirements
health-communication-b-a.html| Crisis Communication|4335|COMM|Required Electives: 6 hours (two courses) from:|Requirements
health-communication-b-a.html| Food As Communication|2383|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Small Group Process|3352|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Information & Communication Technologies I|3353|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Business and Professional Communication|3356|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Leadership Communication & Organizations|3358|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Media Effects|3376|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Persuasion|4331|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Organizational Communication|4355|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Understanding Publics|4377|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Professional Internship|4392|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Selected Topics Communication|4397|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Independent Study|4398|COMM|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Literature and Medicine|4371|ENGL|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Women's Health Issues|4306|HLT|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Understanding Cancer|4308|HLT|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Readings in Medicine and Society|3301|HON|Required Electives: 9 hours (three courses) from:|Requirements
health-communication-b-a.html| Introduction to the Sociology of Health Care|3380|SOC|Required Electives: 9 hours (three courses) from:|Requirements
history-b-a.html| The U S To 1877|1377|HIST|Requirements|Requirements
history-b-a.html| The U S Since 1877|1378|HIST|Requirements|Requirements
history-b-a.html| Western Civilization to 1450|2351|HIST|Requirements|Requirements
history-b-a.html| The Study of Early Civilizations|2361|HIST|Requirements|Requirements
history-b-a.html| World Civilizations to 1500|3379|HIST|Requirements|Requirements
history-b-a.html| Western Civilization From 1450|2353|HIST|Requirements|Requirements
history-b-a.html| Modern Civilizations|2363|HIST|Requirements|Requirements
history-b-a.html| World Civilization Since 1500|3380|HIST|Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Global Economic Concepts|2301|ECON|Social/Behavioral Sciences|Core Curriculum Requirements
hotel-and-restaurant-management-b-s.html| Microeconomic Principles|2304|ECON|Social/Behavioral Sciences|Core Curriculum Requirements
hotel-and-restaurant-management-b-s.html| Macroeconomic Principles|2305|ECON|Social/Behavioral Sciences|Core Curriculum Requirements
hotel-and-restaurant-management-b-s.html| Hospitality Industry Law|3358|HRMA|Writing in the Disciplines|Core Curriculum Requirements
hotel-and-restaurant-management-b-s.html| Introduction to Probability and Statistics|2311|MATH|Statistics|HRM Directed General Education
hotel-and-restaurant-management-b-s.html| Introduction to Psychological Statistics|3301|PSYC|Statistics|HRM Directed General Education
hotel-and-restaurant-management-b-s.html| Applied Technical Statistics|3360|TMTH|Statistics|HRM Directed General Education
hotel-and-restaurant-management-b-s.html| Fundamentals of Public Speaking|1332|COMM|Speech|HRM Directed General Education
hotel-and-restaurant-management-b-s.html| Business and Professional Communication|3356|COMM|Speech|HRM Directed General Education
hotel-and-restaurant-management-b-s.html| Hospitality Technology|1301|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Facilities Management|1335|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Introduction to the Hospitality Industry|1337|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Safety and Sanitation in the Hospital Industry|1345|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Lodging Management|1367|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Food Service Production and Operations I|1422|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Hospitality Practicum I|2160|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Food Service Production and Operations II|2220|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Systems of Accounts in the Hospitality Industry|2340|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Managing in the Service Environment|2350|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Hospitality Practicum II|3160|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Hospitality Managerial Accounting|3341|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Hospitality Cost Controls|3343|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Principles of Hospitality Revenue Management|3348|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Human Resource Management|3352|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Hospitality Industry Law|3358|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Hospitality Marketing|3361|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Financial Administration for the Hospitality Industry|4343|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Leadership in the Hospitality Industry|4353|HRMA|Hotel and Restaurant Management Course Requirements|Requirements
hotel-and-restaurant-management-b-s.html| Advanced Food and Beverage Management|4323|HRMA|Capstone|Hotel and Restaurant Management Course Requirements
hotel-and-restaurant-management-b-s.html| Advanced Hospitality Operations Management|4354|HRMA|Capstone|Hotel and Restaurant Management Course Requirements
hotel-and-restaurant-management-b-s.html| Advanced Lodging Management|4367|HRMA|Capstone|Hotel and Restaurant Management Course Requirements
human-development-and-family-studies-b-a.html| First Year Writing I|1303|ENGL|Communication|UH Core Requirements
human-development-and-family-studies-b-a.html| First Year Writing II|1304|ENGL|Communication|UH Core Requirements
human-development-and-family-studies-b-a.html| College Algebra|1310|MATH|Math/Reasoning|UH Core Requirements
human-development-and-family-studies-b-a.html| The United States To 1877|1376|HIST|American History/Government/Political Science|UH Core Requirements
human-development-and-family-studies-b-a.html| The U S To 1877|1377|HIST|American History/Government/Political Science|UH Core Requirements
human-development-and-family-studies-b-a.html| The U S Since 1877|1378|HIST|American History/Government/Political Science|UH Core Requirements
human-development-and-family-studies-b-a.html| The United States Since 1877|1379|HIST|American History/Government/Political Science|UH Core Requirements
human-development-and-family-studies-b-a.html| U.S. and Texas Constitution and Politics|1336|POLS|American History/Government/Political Science|UH Core Requirements
human-development-and-family-studies-b-a.html| U.S. Government: Congress, President, and Courts|1337|POLS|American History/Government/Political Science|UH Core Requirements
human-development-and-family-studies-b-a.html| Introduction to Human Development and Interventions|2317|HDFS|Social and Behavioral Sciences|UH Core Requirements
human-development-and-family-studies-b-a.html| Development of Contemporary Families|1300|HDFS|Writing in the Disciplines|UH Core Requirements
human-development-and-family-studies-b-a.html| Introduction to Educational Psychology|3300|EPSY|Diversity in Special Populations|Requirements
human-development-and-family-studies-b-a.html| Individuals with Disabilities|3360|EPSY|Diversity in Special Populations|Requirements
human-development-and-family-studies-b-a.html| Development of Self-Regulated Learning|1311|HDFS|Major Core Requirements|Requirements
human-development-and-family-studies-b-a.html| Introduction to Human Development and Interventions|2317|HDFS|Major Core Requirements|Requirements
human-development-and-family-studies-b-a.html| Research Methods in Human Development & Family Studies|2320|HDFS|Major Core Requirements|Requirements
human-development-and-family-studies-b-a.html| Observation and Assessment of Children|3350|HDFS|Major Core Requirements|Requirements
human-development-and-family-studies-b-a.html| Culture and Diversity in Human Development|4315|HDFS|Major Core Requirements|Requirements
human-development-and-family-studies-b-a.html| Theory & Practice in Programs for Young Children I|4317|HDFS|Major Core Requirements|Requirements
human-development-and-family-studies-b-a.html| Human Ecol of Parenting|4318|HDFS|Major Core Requirements|Requirements
human-development-and-family-studies-b-a.html| Theory & Practice in Programs for Young Children II|4319|HDFS|Major Core Requirements|Requirements
human-development-and-family-studies-b-a.html| Internship in Human Development & Family Studies|4393|HDFS|Major Core Requirements|Requirements
human-development-and-family-studies-b-a.html| Internship in Human Development & Family Studies|4394|HDFS|Major Core Requirements|Requirements
human-development-and-family-studies-b-s.html| First Year Writing I|1303|ENGL|Communication|UH Core Requirements
