degree name,course id,course name,component area,guidance,component guidance,requirement area
Communication B.A.,WRIT 1301,Composition I Credit Hours: 3,University Core Requirements 42 Hours,". In addition, the student organizationCommunication and Digital Media Association CDMAserves as a greatnetworking opportunity for communication students.",,Communication 6 hours
Communication B.A.,WRIT 1302,Composition II Credit Hours: 3,University Core Requirements 42 Hours,". In addition, the student organizationCommunication and Digital Media Association CDMAserves as a greatnetworking opportunity for communication students.",,Communication 6 hours
Communication B.A.,MATH 1314,College Algebra Credit Hours: 3,University Core Requirements 42 Hours,". In addition, the student organizationCommunication and Digital Media Association CDMAserves as a greatnetworking opportunity for communication students.",Choose ONE of the following courses.,Mathematics 3 hours
Management B.S.,MGMT 4326,Effective Negotiations Credit Hours: 3,Elective Requirements 9 hours,Complete one of the Management Concentrations 15 hours,Choose 3 coursesfrom list 9 hours:,
Management B.S.,MGMT 4353,International Business Management Credit Hours: 3,Elective Requirements 9 hours,Complete one of the Management Concentrations 15 hours,Choose 3 coursesfrom list 9 hours:,
Management B.S.,MGMT 4371,Seminar on the Social Responsibility of Business Credit Hours: 3,Elective Requirements 9 hours,Complete one of the Management Concentrations 15 hours,Choose 3 coursesfrom list 9 hours:,
Management B.S.,MGMT 4391,Selected Topics in Management Credit Hours: 3,Elective Requirements 9 hours,Complete one of the Management Concentrations 15 hours,Choose 3 coursesfrom list 9 hours:,
Management B.S.,MGMT 4327,Leadership Credit Hours: 3,Elective Requirements 9 hours,Complete one of the Management Concentrations 15 hours,2 courses 6 hours,Leadership Concentration 15 hours
Healthcare Administration B.S.,ASTR 1304,Solar System Credit Hours: 3,University Core Requirements 42 Hours,A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.,Choose two course from the approved list,Life and Physical Sciences 6 hours
Healthcare Administration B.S.,BIOL 1306,Biology for Science Majors I Credit Hours: 3,University Core Requirements 42 Hours,A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.,Choose two course from the approved list,Life and Physical Sciences 6 hours
Healthcare Administration B.S.,BIOL 1307,Biology for Science Majors II Credit Hours: 3,University Core Requirements 42 Hours,A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.,Choose two course from the approved list,Life and Physical Sciences 6 hours
Healthcare Administration B.S.,BIOL 1308,Biology for Non-Science Majors I,University Core Requirements 42 Hours,A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.,Choose two course from the approved list,Life and Physical Sciences 6 hours
Healthcare Administration B.S.,BIOL 1309,Biology for Non-Science Majors II Credit Hours: 3,University Core Requirements 42 Hours,A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.,Choose two course from the approved list,Life and Physical Sciences 6 hours
Healthcare Administration B.S.,BIOL 2301,Anatomy & Physiology I Credit Hours: 3,University Core Requirements 42 Hours,A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.,Choose two course from the approved list,Life and Physical Sciences 6 hours
Healthcare Administration B.S.,BIOL 2302,Anatomy & Physiology II Credit Hours: 3,University Core Requirements 42 Hours,A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.,Choose two course from the approved list,Life and Physical Sciences 6 hours
History B.A. with History 7-12 Certification,BIOL 2302,Anatomy & Physiology II Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with History 7-12 Certification,CHEM 1305,Introductory Chemistry I Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with History 7-12 Certification,CHEM 1311,General Chemistry I,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with History 7-12 Certification,CHEM 1312,General Chemistry II Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with History 7-12 Certification,ENSC 1301,Environmental Science I Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with History 7-12 Certification,ENSC 1302,Environmental Science II Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with History 7-12 Certification,GEOL 1303,Physical Geology Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
Healthcare Services B.A.S.,MATH 1325,Calculus for Business and Social Sciences Credit Hours: 3,University Core Requirements 42 Hours,"The HADM courses will bed offered at UHCL's Healthcare Administration Department, which is physically based in the Texas Medical Center. This curriculumprepares students in allied health profession to advance into an administrativeposition within their healthcarefacilities.A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.",Choose one course from the approved list,Mathematics 3 hours
Healthcare Services B.A.S.,ASTR 1303,Stars and Galaxies Credit Hours: 3,University Core Requirements 42 Hours,"The HADM courses will bed offered at UHCL's Healthcare Administration Department, which is physically based in the Texas Medical Center. This curriculumprepares students in allied health profession to advance into an administrativeposition within their healthcarefacilities.A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.",Choose two course from the approved list,Life and Physical Sciences 6 hours
Healthcare Services B.A.S.,ASTR 1304,Solar System Credit Hours: 3,University Core Requirements 42 Hours,"The HADM courses will bed offered at UHCL's Healthcare Administration Department, which is physically based in the Texas Medical Center. This curriculumprepares students in allied health profession to advance into an administrativeposition within their healthcarefacilities.A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.",Choose two course from the approved list,Life and Physical Sciences 6 hours
Healthcare Services B.A.S.,BIOL 1306,Biology for Science Majors I Credit Hours: 3,University Core Requirements 42 Hours,"The HADM courses will bed offered at UHCL's Healthcare Administration Department, which is physically based in the Texas Medical Center. This curriculumprepares students in allied health profession to advance into an administrativeposition within their healthcarefacilities.A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.",Choose two course from the approved list,Life and Physical Sciences 6 hours
Healthcare Services B.A.S.,BIOL 1307,Biology for Science Majors II Credit Hours: 3,University Core Requirements 42 Hours,"The HADM courses will bed offered at UHCL's Healthcare Administration Department, which is physically based in the Texas Medical Center. This curriculumprepares students in allied health profession to advance into an administrativeposition within their healthcarefacilities.A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.",Choose two course from the approved list,Life and Physical Sciences 6 hours
Healthcare Services B.A.S.,BIOL 1308,Biology for Non-Science Majors I,University Core Requirements 42 Hours,"The HADM courses will bed offered at UHCL's Healthcare Administration Department, which is physically based in the Texas Medical Center. This curriculumprepares students in allied health profession to advance into an administrativeposition within their healthcarefacilities.A minimum of 57 Upper-Level 33XX and 43XX hours and a total of 120 hours are requiredfor the baccalaureatedegree. A minimumcumulative GPA of 2.0 or higher is required tograduate.",Choose two course from the approved list,Life and Physical Sciences 6 hours
Information Technology B.A.S.,ENSC 1301,Environmental Science I Credit Hours: 3,University Core Requirements 42 Hours,This degree requires 120 hours and includes 42 hours of University Core. University Core is listed separately in the catalog. Students must transfer in 15 hours of technical electives or an Associate in Applied Science degree AAS in IT or a related field in order to be qualified for admittance into the BAS program.,,Life and Physical Sciences 6 hours
Information Technology B.A.S.,ENSC 1302,Environmental Science II Credit Hours: 3,University Core Requirements 42 Hours,This degree requires 120 hours and includes 42 hours of University Core. University Core is listed separately in the catalog. Students must transfer in 15 hours of technical electives or an Associate in Applied Science degree AAS in IT or a related field in order to be qualified for admittance into the BAS program.,,Life and Physical Sciences 6 hours
Information Technology B.A.S.,GEOL 1303,Physical Geology Credit Hours: 3,University Core Requirements 42 Hours,This degree requires 120 hours and includes 42 hours of University Core. University Core is listed separately in the catalog. Students must transfer in 15 hours of technical electives or an Associate in Applied Science degree AAS in IT or a related field in order to be qualified for admittance into the BAS program.,,Life and Physical Sciences 6 hours
Information Technology B.A.S.,GEOL 1304,Historical Geology Credit Hours: 3,University Core Requirements 42 Hours,This degree requires 120 hours and includes 42 hours of University Core. University Core is listed separately in the catalog. Students must transfer in 15 hours of technical electives or an Associate in Applied Science degree AAS in IT or a related field in order to be qualified for admittance into the BAS program.,,Life and Physical Sciences 6 hours
Information Technology B.A.S.,PHYS 1301,College Physics I Credit Hours: 3,University Core Requirements 42 Hours,This degree requires 120 hours and includes 42 hours of University Core. University Core is listed separately in the catalog. Students must transfer in 15 hours of technical electives or an Associate in Applied Science degree AAS in IT or a related field in order to be qualified for admittance into the BAS program.,,Life and Physical Sciences 6 hours
Information Technology B.A.S.,PHYS 1302,College Physics II Credit Hours: 3,University Core Requirements 42 Hours,This degree requires 120 hours and includes 42 hours of University Core. University Core is listed separately in the catalog. Students must transfer in 15 hours of technical electives or an Associate in Applied Science degree AAS in IT or a related field in order to be qualified for admittance into the BAS program.,,Life and Physical Sciences 6 hours
Information Technology B.S.,GEOL 1303,Physical Geology Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.",,Life and Physical Sciences 6 hours
Information Technology B.S.,GEOL 1304,Historical Geology Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.",,Life and Physical Sciences 6 hours
Information Technology B.S.,PHYS 1301,College Physics I Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.",,Life and Physical Sciences 6 hours
Information Technology B.S.,PHYS 1302,College Physics II Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.",,Life and Physical Sciences 6 hours
Information Technology B.S.,PHYS 2325,University Physics I Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.",,Life and Physical Sciences 6 hours
Information Technology B.S.,PHYS 2326,University Physics II Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.",,Life and Physical Sciences 6 hours
History B.A. with Social Studies 7-12 Certification,BIOL 2302,Anatomy & Physiology II Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with Social Studies 7-12 Certification,CHEM 1305,Introductory Chemistry I Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with Social Studies 7-12 Certification,CHEM 1311,General Chemistry I,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with Social Studies 7-12 Certification,CHEM 1312,General Chemistry II Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with Social Studies 7-12 Certification,ENSC 1301,Environmental Science I Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with Social Studies 7-12 Certification,ENSC 1302,Environmental Science II Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
History B.A. with Social Studies 7-12 Certification,GEOL 1303,Physical Geology Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,PHYS 2325,University Physics I Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,Choose two courses from the list.,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,PHYS 2326,University Physics II Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,Choose two courses from the list.,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,HUMN 1301,Humanities Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,"Language, Philosophy and Culture 3 hours"
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,LITR 2341,Literature and Experience Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,"Language, Philosophy and Culture 3 hours"
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,PHIL 1301,Introduction to Philosophy Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,"Language, Philosophy and Culture 3 hours"
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,WGST 1301,Gender Matters: Introduction to Women's and Gender Studies Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,,"Language, Philosophy and Culture 3 hours"
Interdisciplinary Studies B.S. with Core Subjects EC-6 Certification Early Childhood Concentration,TCED 1301,Exploring Teaching as a Profession Credit Hours: 3,College Core Requirements,as well as the UHCL Hotline 281-283-2221.,Science Labs,College Core Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 Certification Early Childhood Concentration,ECED 1303,Children and Families Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 Certification Early Childhood Concentration,ECED 1354,Developmental Theories of Young Children Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 Certification Early Childhood Concentration,ECED 4302,Developing Competence in Young Children Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 Certification Early Childhood Concentration,ECED 4311,Reading Development in Young Children Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.A.S. with a major in Early Childhood Education - Educator of Young Children,BIOL 1308,Biology for Non-Science Majors I,University Core Requirements 42 Hours,"Course content will focus on teaching diverse learners, curriculum and assessment, instructional strategies, child development, family and community relations and leadership skills. It will include multiple opportunities for firsthand field-based experiences and will be based on the NAEYC standards for teacher education programs and the EC-6 Texas Examinations of Educator Standards TExES teacher education standards. The Young Children with Disabilities track will also be based on the Council for Exceptional Children Division of Early Childhood CEC/DEC teacher education standards.",,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.A.S. with a major in Early Childhood Education - Educator of Young Children,BIOL 1309,Biology for Non-Science Majors II Credit Hours: 3,University Core Requirements 42 Hours,"Course content will focus on teaching diverse learners, curriculum and assessment, instructional strategies, child development, family and community relations and leadership skills. It will include multiple opportunities for firsthand field-based experiences and will be based on the NAEYC standards for teacher education programs and the EC-6 Texas Examinations of Educator Standards TExES teacher education standards. The Young Children with Disabilities track will also be based on the Council for Exceptional Children Division of Early Childhood CEC/DEC teacher education standards.",,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.A.S. with a major in Early Childhood Education - Educator of Young Children,BIOL 2301,Anatomy & Physiology I Credit Hours: 3,University Core Requirements 42 Hours,"Course content will focus on teaching diverse learners, curriculum and assessment, instructional strategies, child development, family and community relations and leadership skills. It will include multiple opportunities for firsthand field-based experiences and will be based on the NAEYC standards for teacher education programs and the EC-6 Texas Examinations of Educator Standards TExES teacher education standards. The Young Children with Disabilities track will also be based on the Council for Exceptional Children Division of Early Childhood CEC/DEC teacher education standards.",,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.A.S. with a major in Early Childhood Education - Educator of Young Children,BIOL 2302,Anatomy & Physiology II Credit Hours: 3,University Core Requirements 42 Hours,"Course content will focus on teaching diverse learners, curriculum and assessment, instructional strategies, child development, family and community relations and leadership skills. It will include multiple opportunities for firsthand field-based experiences and will be based on the NAEYC standards for teacher education programs and the EC-6 Texas Examinations of Educator Standards TExES teacher education standards. The Young Children with Disabilities track will also be based on the Council for Exceptional Children Division of Early Childhood CEC/DEC teacher education standards.",,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.A.S. with a major in Early Childhood Education - Educator of Young Children,CHEM 1305,Introductory Chemistry I Credit Hours: 3,University Core Requirements 42 Hours,"Course content will focus on teaching diverse learners, curriculum and assessment, instructional strategies, child development, family and community relations and leadership skills. It will include multiple opportunities for firsthand field-based experiences and will be based on the NAEYC standards for teacher education programs and the EC-6 Texas Examinations of Educator Standards TExES teacher education standards. The Young Children with Disabilities track will also be based on the Council for Exceptional Children Division of Early Childhood CEC/DEC teacher education standards.",,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.A.S. with a major in Early Childhood Education - Educator of Young Children,CHEM 1311,General Chemistry I,University Core Requirements 42 Hours,"Course content will focus on teaching diverse learners, curriculum and assessment, instructional strategies, child development, family and community relations and leadership skills. It will include multiple opportunities for firsthand field-based experiences and will be based on the NAEYC standards for teacher education programs and the EC-6 Texas Examinations of Educator Standards TExES teacher education standards. The Young Children with Disabilities track will also be based on the Council for Exceptional Children Division of Early Childhood CEC/DEC teacher education standards.",,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,ENSC 1302,Environmental Science II Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,Choose two courses from the list.,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,GEOL 1303,Physical Geology Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,Choose two courses from the list.,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,GEOL 1304,Historical Geology Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,Choose two courses from the list.,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,PHYS 1301,College Physics I Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,Choose two courses from the list.,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,PHYS 1302,College Physics II Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,Choose two courses from the list.,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,PHYS 2325,University Physics I Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,Choose two courses from the list.,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,PHYS 2326,University Physics II Credit Hours: 3,University Core Requirements 42 Hours,as well as the UHCL Hotline 281-283-2221.,Choose two courses from the list.,Life and Physical Sciences 6 hours
Interdisciplinary Studies B.S. with Core Subjects EC-6 Certification Reading Concentration,LLLS 4311,Survey of Reading Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 Certification Reading Concentration,LLLS 4313,Corrective and Remedial Reading Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 Certification Reading Concentration,LLLS 4332,Diagnostic and Prescriptive Reading Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 Certification Reading Concentration,LLLS 4344,Reading &amp; Writing for EC-6 Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects EC-6 Certification Reading Concentration,LLLS 4345,Survey of Children's Literature Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Science 4-8 Certification,MATH 1351,Mathematics for Teachers II Credit Hours: 3,Major Requirements,,Science Labs,Major Requirements
Interdisciplinary Studies B.S. with Science 4-8 Certification,PHYS 1301,College Physics I Credit Hours: 3,Major Requirements,,Science Labs,Major Requirements
Interdisciplinary Studies B.S. with Science 4-8 Certification,PHYS 1101,Laboratory for College Physics I Credit Hours: 1,Major Requirements,,Science Labs,Major Requirements
Interdisciplinary Studies B.S. with Science 4-8 Certification,PHYS 1302,College Physics II Credit Hours: 3,Major Requirements,,Science Labs,Major Requirements
Interdisciplinary Studies B.S. with Science 4-8 Certification,PHYS 1102,Laboratory for College Physics II Credit Hours: 1,Major Requirements,,Science Labs,Major Requirements
Legal Studies B.S.,LEGL 3353,Introduction to the Texas Rules of Civil Procedure Credit Hours: 3,Major Requirements 36 hours,All courses within the Major Requirements must be completed with a grade of C- or better. A minimum cumulative GPA of 2.0 or higher is required to graduate.,,Major Requirements36 hours
Legal Studies B.S.,LEGL 4352,Family Law and Procedure Credit Hours: 3,Major Requirements 36 hours,All courses within the Major Requirements must be completed with a grade of C- or better. A minimum cumulative GPA of 2.0 or higher is required to graduate.,,Major Requirements36 hours
Legal Studies B.S.,LEGL 4354,Property Transactions Credit Hours: 3,Major Requirements 36 hours,All courses within the Major Requirements must be completed with a grade of C- or better. A minimum cumulative GPA of 2.0 or higher is required to graduate.,,Major Requirements36 hours
Legal Studies B.S.,LEGL 4355,Criminal Law and Procedure Credit Hours: 3,Major Requirements 36 hours,All courses within the Major Requirements must be completed with a grade of C- or better. A minimum cumulative GPA of 2.0 or higher is required to graduate.,,Major Requirements36 hours
Legal Studies B.S.,LEGL 4356,Torts Credit Hours: 3,Major Requirements 36 hours,All courses within the Major Requirements must be completed with a grade of C- or better. A minimum cumulative GPA of 2.0 or higher is required to graduate.,,Major Requirements36 hours
Interdisciplinary Studies B.S. with Social Studies 4-8 Certification,LLLS 4345,Survey of Children's Literature Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Social Studies 4-8 Certification,LLLS 4351,Reading in Content Subjects Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Social Studies 4-8 Certification,MATH 1350,Mathematics for Teachers I Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Social Studies 4-8 Certification,MATH 1351,Mathematics for Teachers II Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Interdisciplinary Studies B.S. with Social Studies 4-8 Certification,TCED 4102,Secondary 4-8 and 7-12 Content Teacher Seminar Credit Hours: 1,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Major Requirements
Management Information Systems B.S.,ISAM 4362,Advanced Business Database Application Development,Major Requirements 30 hours,All courses within the Major Requirements must be completed with a grade of C- or better. A minimum cumulative GPA of 2.0 or higher is required to graduate.,MGMT 4312 Capstone course--requires permission.,Major Requirements30 hours
Management Information Systems B.S.,ISAM 4365,Analysis and Design of Information Systems Credit Hours: 3,Major Requirements 30 hours,All courses within the Major Requirements must be completed with a grade of C- or better. A minimum cumulative GPA of 2.0 or higher is required to graduate.,MGMT 4312 Capstone course--requires permission.,Major Requirements30 hours
Management Information Systems B.S.,ISAM 4366,Introduction to Computer Networks Management Credit Hours: 3,Major Requirements 30 hours,All courses within the Major Requirements must be completed with a grade of C- or better. A minimum cumulative GPA of 2.0 or higher is required to graduate.,MGMT 4312 Capstone course--requires permission.,Major Requirements30 hours
Literature B.A.,LITR 2321,British Literature Credit Hours: 3,Major Requirements 36 hours,"48 hours of upper-level credit must be ""C"" or better.",Choose TWO 2300 level courses LITR 2321 and LITR 2326 recommended.,"2300-level British, American, or World courses"
Literature B.A.,LITR 2326,American Literature Credit Hours: 3,Major Requirements 36 hours,"48 hours of upper-level credit must be ""C"" or better.",Choose TWO 2300 level courses LITR 2321 and LITR 2326 recommended.,"2300-level British, American, or World courses"
Literature B.A.,LITR 4328,The American Renaissance Credit Hours: 3,Major Requirements 36 hours,"48 hours of upper-level credit must be ""C"" or better.",Choose ONE of the following courses.,American Literature 1 of 2
Literature B.A.,LITR 4330,American Realism and Naturalism Credit Hours: 3,Major Requirements 36 hours,"48 hours of upper-level credit must be ""C"" or better.",Choose ONE of the following courses.,American Literature 1 of 2
Literature B.A.,LITR 4334,The American Novel Credit Hours: 3,Major Requirements 36 hours,"48 hours of upper-level credit must be ""C"" or better.",Choose ONE of the following courses.,American Literature 1 of 2
Mathematical Science B.A.,MATH 4321,Predicate Logic Credit Hours: 3,Elective Requirements 9 Hours,"Required minimum for all Major Electives is ""C-"".",Three upper level MATH/STAT classes which must be selected from the following list:,Major Elective Requirements 9 hours
Mathematical Science B.A.,MATH 4322,Introduction to Abstract Algebra Credit Hours: 3,Elective Requirements 9 Hours,"Required minimum for all Major Electives is ""C-"".",Three upper level MATH/STAT classes which must be selected from the following list:,Major Elective Requirements 9 hours
Mathematical Science B.A.,MATH 4325,Theory of Models and Applications Credit Hours: 3,Elective Requirements 9 Hours,"Required minimum for all Major Electives is ""C-"".",Three upper level MATH/STAT classes which must be selected from the following list:,Major Elective Requirements 9 hours
Mathematical Science B.A.,MATH 4345,Introduction to Statistics Credit Hours: 3,Elective Requirements 9 Hours,"Required minimum for all Major Electives is ""C-"".",Three upper level MATH/STAT classes which must be selected from the following list:,Major Elective Requirements 9 hours
